reg_std,mean,median,length,featsavg,feats_std,feats_med,th25,th50,th75,low,class
12.758,114.57,118.74,1549,89.203,10.358,89.816,84.196,89.816,97.064,58.312,0
18.225,107.56,112.52,1092,79.328,12.386,81.018,69.359,81.018,90.394,47.418,0
15.397,111.55,114.09,2010,82.24,13.479,86.007,73.354,86.007,92.659,33.5,0
13.78,112.84,115.56,1418,86.034,14.589,88.746,76.969,88.746,97.368,33.042,0
16.437,112.54,118.71,3187,81.726,19.014,88.944,67.992,88.944,97.861,23.54,0
12.931,114.11,118.71,2627,89.397,13.224,93.352,85.381,93.352,99.965,39.712,0
13.503,112.43,115.63,2255,86.869,11.549,88.323,79.194,88.323,96.541,47.276,0
15.412,111.95,115.69,3026,84.509,16.153,89.228,77.129,89.228,96.409,21.59,0
13.389,112.42,114.27,2529,86.333,13.611,89.93,80.323,89.93,96.826,40.329,0
13.601,113.8,118.73,2828,88.068,12.897,91.222,84.583,91.222,97.001,33.885,0
13.336,115.16,118.75,1471,87.336,15.55,88.769,83.483,88.769,100.17,25.896,0
12.899,112.76,116.66,556,90.835,8.5349,91.207,82.725,91.207,100.19,75.439,0
14.043,112.36,116.65,5860,87.372,12.776,91.675,81.948,91.675,97.539,38.772,0
12.682,112.66,115.04,1733,89.283,9.5158,91.879,84.958,91.879,96.309,60.443,0
13.684,113.77,118.7,4423,86.999,15.068,91.436,80.579,91.436,97.986,26.052,0
12.812,116.07,118.79,1325,90.161,10.724,91.528,84.802,91.528,98.958,60.69,0
14.747,113.01,118.71,1506,85.649,13.516,88.426,77.019,88.426,96.502,27.993,0
13.803,113.56,118.72,1792,86.651,13.08,88.564,78.639,88.564,97.044,43.713,0
17.517,108.24,112.95,1474,80.608,13.934,85.209,68.432,85.209,92.322,47.992,0
15.811,112.98,118.75,1048,85,14.561,88.664,76.612,88.664,97.4,41.693,0
18.283,110.46,118.69,707,80.455,16.42,85.453,69.084,85.453,94.79,33.042,0
16.762,110.7,118.67,860,80.708,14.169,83.118,72.651,83.118,91.8,45.481,0
20.286,108.76,118.74,507,77.256,15.148,77.713,64.556,77.713,90.601,32.126,0
20.49,105.63,112.84,638,74.269,14.707,77.511,63.572,77.511,87.518,36.609,0
15.086,111.81,114.32,1134,85.133,17.178,92.031,78.811,92.031,98.017,20.633,0
13.751,113.28,118.71,1596,87.879,11.885,90.541,83.329,90.541,96.902,44.194,0
17.92,107.94,112.99,707,80.641,12.506,84.409,73.467,84.409,89.935,37.48,0
16.883,111.81,118.72,1686,82.325,16.669,88.244,73.441,88.244,95.386,22.204,0
13.564,113.02,115.65,2700,87.396,13.082,90.011,80.647,90.011,97.886,43.207,2
16.955,110.42,116.71,1198,80.764,13.16,84.809,71,84.809,89.894,40.561,2
17.474,112.85,118.75,1321,78.353,20.337,85.485,63.502,85.485,95.198,25.703,2
15.413,112.56,118.7,2315,82.508,16.023,87.518,72.313,87.518,95.007,32.6,2
13.842,111.22,113.49,891,86.82,11.2,88.516,80.657,88.516,96.427,53.36,2
19.821,108.49,112.93,721,74.305,17.867,76.8,65.174,76.8,88.494,14.594,2
17.626,109.22,113.75,1242,81.132,14.924,85.395,71.277,85.395,93.749,34.546,2
13.644,114.96,118.75,1734,86.973,14.75,92.505,80.147,92.505,97.706,36.404,2
17.102,108.19,112.82,1128,79.083,13.124,81.695,67.553,81.695,89.463,37.527,2
15.242,111.16,114.21,664,79.85,12.824,81.079,69.138,81.079,89.696,47.667,2
16.081,110.63,115.03,3593,83.133,13.167,86.579,76.805,86.579,92.798,25.249,2
14.265,111.68,114.62,1776,86.187,10.879,88.684,79.462,88.684,93.954,53.901,2
14.709,112.64,118.67,3770,85.517,15.237,89.581,77.161,89.581,96.907,17.478,2
20.044,108.22,113.25,990,73.436,19.848,79.776,61.937,79.776,89.206,24.137,2
15.496,109.17,113.03,1025,83.153,14.473,88.267,79.951,88.267,93.259,25.105,2
19.777,109.79,118.7,1403,77.249,18.656,81.877,66.385,81.877,94.143,28.69,2
17.487,109.46,113.45,1007,79.713,16.161,84.763,71.91,84.763,92.791,38.152,1
22.249,99.945,106.62,426,71.149,12.875,73.158,62.022,73.158,82.202,34.344,2
16.779,108.77,112.84,456,80.832,13.023,86.484,72.068,86.484,89.054,43.118,1
19.371,107.79,114.18,676,79.155,15.078,85.001,70.726,85.001,89.837,41.169,1
16.616,108.58,113.04,537,79.91,11.265,82.216,72.679,82.216,88.47,49.558,2
16.301,112.04,115.01,743,81.774,18.506,88.369,72.493,88.369,95.506,5.8568,1
14.484,112.5,118.67,1269,87.631,14.413,90.93,83.587,90.93,97.334,30.897,2
16.214,111.82,116.6,863,77.698,14.763,82.35,64.83,82.35,88.902,46.421,2
16.67,108.89,112.79,1277,82.092,13.05,88.102,76.205,88.102,89.846,22.899,2
18.99,109.57,115.6,1017,77.364,19.523,83.017,69.833,83.017,91.372,19.298,2
16.529,112.56,118.75,1092,85.193,13.822,90.618,76.065,90.618,95.047,36.074,2
14.516,112.81,118.72,4928,86.163,12.746,88.745,77.945,88.745,96.708,40.028,2
17.317,111.99,118.73,4202,79.695,16.956,83.283,67.031,83.283,94.269,18.153,2
17.015,111.79,118.73,3153,80.896,16.494,86.9,71.713,86.9,94.684,27.075,2
16.641,113.05,118.76,1732,83.298,15.222,88.463,73.951,88.463,94.814,38.974,2
16.202,111.72,118.72,1770,81.882,13.932,85.736,72.493,85.736,94.027,42.008,2
14.562,113.48,118.74,2916,85.959,13.794,88.959,77.675,88.959,96.849,41.286,2
15.422,112.63,118.73,2710,84.079,14.77,88.721,77.627,88.721,94.793,34.544,2
15.688,113.14,118.73,5271,83.483,15.555,87.637,73.911,87.637,95.875,14.603,2
14.483,113.75,118.73,938,86.485,13.741,89.949,78.757,89.949,96.907,52.663,2
15.824,112.81,118.74,3912,84.54,13.74,87.53,77.085,87.53,95.81,30.259,2
17.405,111.94,118.73,1426,81.256,19.12,87.709,72.305,87.709,95.785,14.969,2
16.086,112.99,118.75,3750,83.503,15.337,87.444,73.633,87.444,96.82,34.847,2
20.943,107.57,118.65,1371,76.558,17.471,82.299,66.108,82.299,88.93,13.301,2
15.508,112.07,118.7,3429,84.425,14.004,88.882,76.864,88.882,95.357,17.125,2
16.242,112.31,118.73,1346,83.182,17.452,89.796,75.976,89.796,95.899,17.742,2
23.215,106.61,118.69,718,70.539,19.984,75.559,62.575,75.559,85.072,16.111,2
17.516,111.41,118.73,1218,82.873,16.867,86.476,76.183,86.476,94.833,12.67,2
20.484,103.79,110.4,941,74.468,14.257,79.693,64.853,79.693,86.194,36.854,2
18.311,108.15,112.75,687,78.185,14.365,78.618,66.804,78.618,91.771,43.905,2
17.916,108.94,114.98,869,79.828,13.056,81.638,70.033,81.638,90.53,41.291,2
19.924,109.76,118.74,776,76.668,14.801,79.488,66.337,79.488,89.359,34.37,2
16.388,108.2,112.52,533,81.464,10.655,83.822,77.423,83.822,89.488,50.952,2
20.762,104.58,112.47,816,74.013,13.781,76.119,65.769,76.119,86.058,34.525,2
15.315,113.38,118.75,1165,86.234,11.954,88.548,78.52,88.548,95.994,55.634,2
18.064,110.82,118.73,1252,80.711,15.901,85.569,72.066,85.569,93.751,28.441,2
13.223,114.23,118.74,3124,88.012,12.65,91.159,79.664,91.159,98.338,34.496,1
13.842,113.21,117.59,3012,85.254,14.255,90.195,75.441,90.195,96.924,36.835,1
12.472,116.41,118.77,2868,88.379,14.374,93.711,78.315,93.711,100.05,35.63,1
13.591,113.76,118.67,5751,86.599,15.93,91.724,78.434,91.724,98.919,20.162,2
12.203,115.02,118.74,2595,90.55,11.51,93.82,83.334,93.82,100.44,59.444,1
14.619,113.02,118.72,1877,85.035,12.421,88.138,74.673,88.138,96.89,53.644,1
10.995,116.61,118.77,3427,92.867,10.363,96.612,88.851,96.612,100.1,61.294,1
10.746,116.86,118.76,2868,91.716,14.231,98.325,89.17,98.325,102.13,46.206,1
11.114,116.16,118.75,6149,92.232,12.879,96.905,87.644,96.905,101.13,27.753,1
10.36,117.28,118.77,1353,92.999,12.28,98.732,86.51,98.732,102.27,64.033,1
12.373,114.8,118.73,5804,90.25,12.531,94.017,85.735,94.017,99.987,39.816,2
11.362,114.38,116.69,2562,91.534,12.63,95.828,88.325,95.828,100.4,40.617,2
12.715,113.69,118.58,5012,88.18,13.031,92.385,81.094,92.385,98.999,42.468,2
12.579,113.65,116.66,1256,88.394,13.103,94.115,78.368,94.115,99.969,59.516,2
12.783,113.38,115.09,3664,86.8,14.86,92.954,78.561,92.954,97.944,42.019,2
13.419,112.23,115.02,1350,88.673,12.907,94.196,81.376,94.196,98.574,42.485,1
12.885,114.62,118.75,1576,90.244,10.767,93.11,83.392,93.11,99.379,64.835,1
16.926,110.19,115.66,1037,82.837,13.856,84.788,74.97,84.788,93.879,38.65,1
12.038,112.66,112.81,1180,90.83,10.772,94.533,87.562,94.533,98.705,59.192,1
11.274,116.71,118.77,1635,92.463,11.027,95.347,86.575,95.347,101.24,64.017,1
12.061,114.47,118.7,1820,87.995,13.506,91.736,79.618,91.736,99.323,46.851,2
12.431,114.55,118.73,1713,89.188,15.529,94.725,86.555,94.725,99.109,32.188,1
10.736,117.68,118.78,1153,89.047,15.074,95.85,78.291,95.85,101.73,56.666,1
13.422,113.78,116.69,1742,85.617,13.363,89.321,75.731,89.321,96.704,49.401,2
12.291,114.59,118.73,1059,91.99,11.139,95.927,87.553,95.927,100.47,57.904,1
12.242,113.44,118.63,1868,91.037,10.528,95.357,88.343,95.357,97.895,47.513,1
17.199,110.53,118.66,3568,82.185,14.952,86.038,75.916,86.038,93.85,27.794,1
15.722,113.35,118.74,2428,84.07,16.581,88.29,75.976,88.29,97.024,24.18,1
16.432,112.45,118.71,4366,80.811,17.631,85.848,70.7,85.848,95.557,17.526,2
16.034,111.44,116.67,3459,84.161,14.609,88.173,75.598,88.173,95.535,29.612,1
13.378,113.65,118.72,4349,88.145,12.886,91.799,81.671,91.799,98.204,32.866,1
13.407,113.82,118.71,1977,88.501,12.547,91.266,83.065,91.266,97.909,33.785,2
14.702,113.02,118.7,3493,85.245,16.037,89.749,78.282,89.749,97.641,25.085,2
13.812,112.93,118.72,1903,87.524,11.108,89.633,80.389,89.633,96.106,58.77,1
14.312,113.87,118.74,6174,86.704,14.324,90.453,80.065,90.453,98.319,29.306,2
13.362,113.44,118.72,3135,88.228,11.939,91.355,80.963,91.355,97.955,46.921,0
15.86,110.9,115.01,6545,83.225,12.363,86.001,75.763,86.001,93.232,28.412,2
19.533,110.15,118.7,2949,75.106,19.81,81.542,64.253,81.542,89.658,12.631,1
20.748,108.5,115.56,1424,72.735,19.106,75.816,60.954,75.816,88.465,22.379,0
16.107,110.72,116.69,1641,84.228,12.006,87.956,77.561,87.956,94.181,32.81,2
17.119,109.09,113.56,2400,82.002,12.757,85.249,74.392,85.249,93.049,38.782,1
13.084,113.22,118.71,989,90.817,11.025,93.786,86.415,93.786,100.34,52.714,0
20.425,109.07,115.63,1275,74.581,20.454,79.41,63.667,79.41,89.733,11.889,1
21.077,107.42,113,651,70.919,15.096,71.279,63.546,71.279,82.015,37.319,1
12.159,113.36,115.7,1465,90.116,9.8447,92.266,83.934,92.266,97.924,61.154,0
18.24,107.44,112.72,896,79.5,13.992,83.335,70.447,83.335,89.578,25.891,0
22.773,106.39,113.06,785,70.123,18.624,73.797,57.937,73.797,87.471,20.579,1
12.831,113.15,116.64,973,87.734,12.09,89.743,82.379,89.743,97.903,50.412,0
17.622,108.37,112.7,1237,81.492,13.663,86.338,74.278,86.338,92.532,41.082,1
21.313,104.26,112.53,892,73.254,14.799,75.801,64.775,75.801,85.388,30.11,0
13.027,114.17,118.74,1734,90.257,12.689,94.106,88.026,94.106,98.944,31.057,2
13.825,113.02,118.62,3123,86.256,14.81,90.59,78.959,90.59,96.892,17.35,2
16.559,108.47,112.66,2031,80.386,12.899,83.02,71.45,83.02,91.206,28.316,1
12.512,113.83,118.71,3934,90.535,11.789,94.792,85.273,94.792,99.959,52.517,2
17.131,109.29,114.06,1514,81.958,14.28,86.484,72.113,86.484,94.543,39.137,1
14.846,111.56,115.67,1829,86.765,12.426,90.704,80.538,90.704,95.309,41.73,2
21.476,101.81,106.97,938,70.749,16.138,73.638,60.95,73.638,84.347,28.663,1
17.708,108.36,112.87,1412,80.188,14.672,85.426,73.597,85.426,90.607,31.997,2
15.574,112.27,118.72,2621,84.799,13.05,87.486,77.024,87.486,95.779,32.883,1
13.629,112.79,116.7,2832,86.97,11.527,90.036,79.555,90.036,95.888,54.153,2
19.776,103.55,109.38,1077,74.641,12.192,76.485,66.169,76.485,84.509,41.506,2
20.046,107.2,112.88,1923,75.086,19.52,81.639,66.129,81.639,89.616,9.3317,2
13.617,112.11,116.63,3512,87.727,11.841,89.985,82.198,89.985,96.413,32.401,2
12.815,113.51,118.7,3163,88.656,11.253,90.606,83.531,90.606,97.48,51.746,2
16.855,109.08,113.11,2321,82.374,14.797,86.538,74.686,86.538,93.814,25.714,2
17.616,109.63,116.31,1760,81.455,13.088,84.09,73.15,84.09,91.129,34.861,2
15.427,111.42,116.69,1867,84.921,12.872,88.896,77.067,88.896,94.82,41.029,2
17.119,105.78,109.4,1262,80.313,11.245,83.266,71.694,83.266,89.856,35.588,1
15.704,110.38,114.26,1791,83.041,13.478,88.111,76.222,88.111,93.84,41.074,2
19.949,102.61,107.26,1144,73.924,15.429,78.097,66.135,78.097,86.855,20.307,2
15.301,108.62,112.54,1172,84.983,13.74,88.389,82.675,88.389,94.718,17.041,2
17.359,104.16,106.72,1059,80.732,10.436,83.447,74.081,83.447,89.141,45.428,1
23.347,96.709,102.12,460,67.299,14.632,70.646,62.849,70.646,77.378,16.861,1
19.949,107.21,114.09,998,76.033,15.12,79.147,65.796,79.147,88.987,35.504,1
13.939,112.13,118.65,2984,88.485,11.116,91.698,82.919,91.698,96.884,36.311,2
12.961,112.29,115.65,1269,88.452,11.947,92.919,83.02,92.919,97.087,54.166,1
15.668,111.09,116.65,1339,82.742,11.823,84.746,76.04,84.746,92.918,52.069,1
13.882,111.91,113.09,1560,85.492,15.834,88.561,80.257,88.561,97.046,36.042,1
17.458,109.73,113.44,1126,78.807,15.696,83.596,66.242,83.596,90.726,27.923,1
16.313,112.09,114.59,1628,80.71,21.441,88.357,73.512,88.357,94.998,16.328,1
14.008,113,115.03,2480,85.21,13.981,88.453,75.986,88.453,96.996,46.503,1
14.736,111.8,113.94,1253,84.875,13.362,87.951,79.804,87.951,93.787,29.555,1
13.766,112.74,114.13,1120,85.922,14.463,88.403,81.96,88.403,97.795,46.564,1
11.594,115.57,118.74,2923,91.039,12.256,94.401,88.245,94.401,100.39,25.284,1
13.238,112.59,115.02,817,87.956,12.061,88.929,82.141,88.929,96.289,42.368,1
15.798,112.42,118.67,718,82.653,15.076,88.358,72.129,88.358,95.79,42.099,1
16.507,112.62,118.74,777,83.634,12.761,84.665,73.438,84.665,94.642,54.717,0
17.748,111.33,118.69,2309,78.897,15.943,82.432,70.065,82.432,90.609,10.102,1
13.197,113.34,114.05,2370,86.52,15.066,90.316,81.912,90.316,97.825,20.923,1
15.402,112.85,118.7,3487,83.547,18.206,88.631,74.625,88.631,97.294,22.478,1
23.582,106.2,112.78,446,64.693,21.296,64.298,51.692,64.298,82.743,19.74,1
13.455,111.89,113.02,1430,84.645,12.031,88.37,75.791,88.37,94.415,52.802,1
14.526,112.09,114.59,1413,86.557,12.871,88.444,80.024,88.444,96.794,44.936,1
13.105,114,118.71,1393,87.946,13.147,90.888,81.65,90.888,100.02,53.876,1
19.011,109.47,113.02,1357,72.462,20.621,78.296,58.111,78.296,89.788,25.012,1
14.671,112.65,115.6,430,85.285,14.013,88.274,73.508,88.274,99.929,57.759,1
13.057,113.49,118.69,829,87.955,12.682,90.238,78.461,90.238,99.829,60.675,0
13.322,112.74,114.06,1023,87.941,12.735,90.337,82.404,90.337,97.993,50.714,0
17.777,108.21,113.14,619,79.516,12.392,82.358,70.234,82.358,88.902,47.41,0
14.139,113.27,118.66,646,85.581,15.06,88.235,81.934,88.235,96.746,44.007,0
11.588,114.73,116.7,1609,89.372,12.043,92.252,83.962,92.252,98.897,48.644,2
9.8106,116,118.72,1132,95.501,9.4166,97.953,93.222,97.953,101.41,63.93,1
16.859,110.35,112.97,1657,79.569,17.389,84.85,70.242,84.85,91.54,18.385,1
16.891,110.5,115.63,1486,79.819,15.777,84.361,66.094,84.361,92.976,33.65,1
17.368,111.33,118.71,2638,80.761,16.623,84.101,68.953,84.101,94.758,19.871,1
15.709,112.83,118.74,5483,84.463,15.179,89.513,75.733,89.513,96.149,28.156,2
16.121,111.66,116.7,1713,83.621,16.005,89.471,77.419,89.471,94.815,16.406,2
19.264,109.73,118.7,2631,78.291,18.635,85.323,67.357,85.323,92.366,18.991,2
20.703,105.7,112.69,855,76.901,13.238,78.49,67.328,78.49,87.684,31.004,2
15.416,112.63,118.73,2288,84.527,14.419,89.259,74.096,89.259,97.026,30.579,1
14.45,113.52,118.73,1774,86.519,13.019,91.251,75.865,91.251,97.46,55.83,2
13.636,113.57,118.73,4989,88.285,12.535,91.492,83.393,91.492,97.934,43.053,2
16.283,111.67,118.72,1115,81.587,12.772,82.804,70.944,82.804,92.085,50.216,1
14.959,111.62,116.71,1072,86.644,12.34,91.384,78.947,91.384,95.835,39.231,2
13.719,112.72,116.66,2981,87.417,12.287,90.417,79.624,90.417,97.876,51.499,1
15.686,112.7,118.73,2948,84.273,14.417,88.42,73.325,88.42,96.451,33.154,2
14.79,114.09,118.77,691,85.283,12.289,88.306,77.242,88.306,95.548,61.421,1
15.441,111.86,116.65,1377,84.778,13.346,88.662,75.739,88.662,95.104,45.896,0
15.528,110.8,113.3,1525,84.383,14.106,87.88,78.449,87.88,95.833,19.445,2
21.857,105.21,112.77,580,72.319,18.687,77.069,62.771,77.069,88.967,23.904,2
18.224,110.31,118.66,1042,77.935,15.677,80.776,67.747,80.776,89.814,27.867,1
17.337,108.51,114.55,351,83.709,11.178,87.729,78.773,87.729,93.275,54.818,2
19.124,110.51,118.73,684,77.39,18.329,85.863,64.848,85.863,90.883,30.918,2
14.206,112.91,116.64,1607,86.869,14.544,92.719,80.811,92.719,97.639,40.979,1
19.007,107.74,114.1,832,78.532,14.111,82.287,67.7,82.287,89.218,31.273,2
18.91,106.98,112.84,794,79.148,12.036,80.909,67.434,80.909,88.672,48.714,1
20.617,107.83,115.65,866,75.308,19.581,82.162,64.289,82.162,90.091,25.962,0
14.772,111.46,114.95,1753,86.838,11.557,90.058,79.611,90.058,95.561,53.398,1
22.129,106.98,113.28,1769,71.916,20.688,78.18,59.983,78.18,88.123,14.311,2
14.554,112.56,118.64,2559,84.396,13.101,88.217,76.162,88.217,94.844,36.588,2
15.275,112.08,116.68,5510,84.894,15.726,89.511,79.013,89.511,96.292,15.008,2
17.572,110.13,113.81,1543,77.454,18.714,81.993,68.15,81.993,91.777,3.5846,2
16.553,109.74,112.85,1253,82.953,13.929,88.091,75.82,88.091,93.267,33.552,2
15.057,111.88,115.66,779,84.561,13.547,88.396,76.526,88.396,96.608,56.968,1
15.132,112.61,118.7,4982,85.166,14.937,88.71,76.731,88.71,96.52,25.029,2
12.903,113.48,115.63,2230,87.379,12.34,88.364,82.462,88.364,95.818,26.563,2
16.411,111.93,116.68,2076,80.458,19.44,88.094,69.692,88.094,95.618,13.015,2
12.96,112.7,118.66,1065,88.559,9.8029,90.854,82.257,90.854,95.975,63.929,1
17.355,111.2,115.07,5988,78.78,19.204,86.075,70.067,86.075,92.323,8.4152,2
17.063,111.84,118.7,3943,80.328,18.755,87.476,71.766,87.476,93.805,16.152,2
18.359,110.5,114.61,2261,76.732,21.898,84.429,66.35,84.429,93.446,11.692,2
17.209,107.81,112.66,888,80.715,13.264,85.129,73.07,85.129,89.573,37.166,0
14.134,112.94,118.71,2084,86.403,13.826,89.968,80.141,89.968,97.838,34.802,2
13.639,113.75,118.73,2645,86.996,13.754,90.221,78.532,90.221,97.844,35.927,2
16.178,112.17,116.62,1090,79.965,19.71,87.407,69.996,87.407,96.869,20.264,1
15.673,112.99,118.72,2204,82.201,15.088,86.199,73.595,86.199,93.729,40.045,1
15.147,111.96,118.7,664,84.59,13.929,88.165,77.58,88.165,96.302,48.362,0
13.236,111.41,114.28,1360,88.533,7.6849,89.052,84.613,89.052,94.672,60.499,1
18.215,107.91,112.74,595,77.347,13.408,76.166,66.119,76.166,88.571,51.518,0
18.821,110.01,116.71,705,75.174,16.4,76.896,65.311,76.896,86.113,24.649,1
17.845,109.03,112.97,810,81.374,15.878,85.801,73.376,85.801,94.213,25.648,0
22.889,104.4,112.78,813,70.898,16.306,74.731,59.989,74.731,82.793,28.275,1
19.011,107.41,112.66,977,76.812,15.238,80.213,64.612,80.213,88.796,37.815,0
18.728,110.67,116.56,1237,74.59,20.821,81.605,63.99,81.605,91.129,22.381,1
19.558,109.47,118.69,1382,74.886,15.726,76.837,65.843,76.837,89.566,28.218,1
15.288,111.58,116.63,2217,83.374,14.007,87.874,74.611,87.874,94.72,34.726,2
14.854,113.72,118.75,1269,85.697,14.226,90.001,72.132,90.001,97.952,52.74,1
13.018,114.81,118.73,4940,87.914,13.982,91.649,79.915,91.649,98.976,19.58,2
14.495,113.26,118.73,1243,87.066,12.019,89.91,78.567,89.91,98.363,61.554,0
16.388,111.91,118.72,966,81.08,13.945,80.631,67.136,80.631,93.767,46.411,1
14.041,113.16,118.72,2242,86.927,12.231,89.824,79.255,89.824,97.33,43.226,1
13.797,115.61,118.76,1604,85.922,16.305,93.252,68.591,93.252,100,36.889,1
12.147,115.11,118.73,1493,88.523,16.058,94.808,82.431,94.808,100.01,26.952,1
13.644,112.76,116.67,743,88.512,12.414,92.666,78.614,92.666,99.999,59.611,0
13.607,114.07,118.74,2186,88.104,11.525,90.173,80.339,90.173,97.897,60.118,1
18.033,110.61,118.72,776,78.586,14.138,83.709,66.582,83.709,90.441,34.847,1
15.119,113.23,118.73,2405,85.392,14.769,89.865,78.215,89.865,97.485,19.767,2
16.303,111.13,118.71,1030,83.056,11.094,83.196,75.208,83.196,92.287,54.056,0
15.612,111.95,118.68,1966,83.22,13.871,88.774,71.904,88.774,94.899,40.492,1
13.915,113.31,118.72,1139,87.065,12.156,90.617,79.966,90.617,95.909,54.405,0
15.881,110.04,113.8,625,86.109,13.148,91.584,79.299,91.584,95.87,44.919,0
17.41,110.22,115.61,727,80.709,13.939,83.519,71.534,83.519,90.534,35.813,0
14.98,112.88,118.69,634,82.115,12.999,83.056,70.526,83.056,94.433,58.463,0
12.963,113.97,118.71,1002,89.377,11.886,92.121,83.42,92.121,99.974,65.701,0
14.009,115.13,118.76,599,86.984,13.134,90.818,75.344,90.818,99.976,66.15,0
17.023,114.27,118.78,687,80.395,17.396,84.328,66.424,84.328,94.942,34.495,0
18.622,107.29,112.6,487,78.17,12.325,79.461,66.856,79.461,90.316,44.604,0
15.453,113.57,118.74,943,82.355,17.157,88.534,67.913,88.534,97.117,31.279,0
14.528,112.72,118.71,821,86.372,11.83,89.543,79.604,89.543,95.517,60.106,0
